ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 65","B1268/S34","8","Disordered","","500","100","0.240","true","4055","0.405500","0.418200","0.412293","0.424591","10000","1.000000","-0.000556","0.000000","0","0.000466"
"Sample 65","B1268/S34","9","Disordered","","500","100","0.240","true","4088","0.408800","0.430500","0.411479","0.424228","10000","1.000000","-0.001591","0.000000","0","0.000623"
"Sample 65","B1268/S34","10","Disordered","","500","100","0.240","true","4185","0.418500","0.423900","0.411901","0.424862","10000","1.000000","-0.001332","0.000000","0","0.000506"
"Sample 66","B3458/S0347","1","Disordered","","500","100","0.240","true","5348","0.534800","0.587600","0.537695","0.582115","10000","1.000000","0.006889","0.000000","0","0.000365"
"Sample 66","B3458/S0347","2","Disordered","","500","100","0.240","true","5441","0.544100","0.573000","0.538583","0.582414","10000","1.000000","0.009263","0.000000","0","0.001200"
"Sample 66","B3458/S0347","3","Disordered","","500","100","0.240","true","5439","0.543900","0.583600","0.538422","0.583274","10000","1.000000","0.008751","0.000000","0","0.000519"
"Sample 66","B3458/S0347","4","Disordered","","500","100","0.240","true","5382","0.538200","0.580900","0.537729","0.582725","10000","1.000000","0.007013","0.000000","0","0.001273"
"Sample 66","B3458/S0347","5","Disordered","","500","100","0.240","true","5364","0.536400","0.580000","0.537801","0.581721","10000","1.000000","0.007558","0.000000","0","0.000645"
"Sample 66","B3458/S0347","6","Disordered","","500","100","0.240","true","5405","0.540500","0.577900","0.538378","0.582860","10000","1.000000","0.008679","0.000000","0","0.000665"
"Sample 66","B3458/S0347","7","Disordered","","500","100","0.240","true","5482","0.548200","0.594400","0.537877","0.582872","10000","1.000000","0.009415","0.000000","0","0.000269"
"Sample 66","B3458/S0347","8","Disordered","","500","100","0.240","true","5272","0.527200","0.583900","0.538218","0.582681","10000","1.000000","0.006885","0.000000","0","0.000745"
"Sample 66","B3458/S0347","9","Disordered","","500","100","0.240","true","5462","0.546200","0.581000","0.537868","0.581912","10000","1.000000","0.008210","0.000000","0","0.000854"
"Sample 66","B3458/S0347","10","Disordered","","500","100","0.240","true","5473","0.547300","0.582600","0.538155","0.582222","10000","1.000000","0.008643","0.000000","0","0.000939"
"Sample 67","B56/S7","1","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000183","-0.009601","1","0.000000"
"Sample 67","B56/S7","2","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000166","-0.009700","1","0.000000"
"Sample 67","B56/S7","3","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000137","-0.009405","1","0.000000"
"Sample 67","B56/S7","4","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000178","-0.009601","1","0.000000"
"Sample 67","B56/S7","5","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000145","-0.009900","1","0.000000"
"Sample 67","B56/S7","6","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000188","-0.009801","1","0.000000"
"Sample 67","B56/S7","7","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000156","-0.009600","1","0.000000"
"Sample 67","B56/S7","8","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000160","-0.010002","1","0.000000"
"Sample 67","B56/S7","9","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000181","-0.009702","1","0.000000"
"Sample 67","B56/S7","10","Extinct","","500","100","0.240","true","0","0.000000","0.000000","0.000000","0.000000","0","0.000000","-0.000169","-0.009900","1","0.000000"
"Sample 68","B3478/S067","1","Periodic","","500","100","0.240","true","340","0.034000","0.009200","0.034050","0.009250","10000","1.000000","-0.015495","0.000000","4","0.005580"
"Sample 68","B3478/S067","2","Periodic","","500","100","0.240","true","338","0.033800","0.012000","0.033800","0.012000","10000","1.000000","-0.015121","0.000000","4","0.005142"
"Sample 68","B3478/S067","3","Periodic","","500","100","0.240","true","381","0.038100","0.015000","0.038100","0.015000","10000","1.000000","-0.013683","0.000000","4","0.006928"
"Sample 68","B3478/S067","4","Periodic","","500","100","0.240","true","334","0.033400","0.008800","0.033200","0.009200","9900","0.990000","-0.015495","-0.001800","4","0.002369"
"Sample 68","B3478/S067","5","Periodic","","500","100","0.240","true","334","0.033400","0.010800","0.033700","0.010200","10000","1.000000","-0.011980","0.000000","4","0.007124"
"Sample 68","B3478/S067","6","Periodic","","500","100","0.240","true","344","0.034400","0.011600","0.034200","0.012000","10000","1.000000","-0.013882","0.000000","4","0.005322"
"Sample 68","B3478/S067","7","Periodic","","500","100","0.240","true","330","0.033000","0.007400","0.032900","0.007600","10000","1.000000","-0.015584","0.000000","4","0.003923"
"Sample 68","B3478/S067","8","Periodic","","500","100","0.240","true","372","0.037200","0.014400","0.037400","0.014000","10000","1.000000","-0.013073","0.000000","4","0.003234"
"Sample 68","B3478/S067","9","Periodic","","500","100","0.240","true","332","0.033200","0.011000","0.033100","0.011200","10000","1.000000","-0.013006","0.000000","4","0.004173"
"Sample 68","B3478/S067","10","Periodic","","500","100","0.240","true","337","0.033700","0.010400","0.033900","0.010000","9900","0.990000","-0.013360","-0.001700","4","0.006632"
"Sample 69","B023467/S05","1","Disordered","","500","100","0.240","true","5063","0.506300","0.765000","0.492645","0.758664","10000","1.000000","-0.001042","0.000000","0","0.000104"
"Sample 69","B023467/S05","2","Disordered","","500","100","0.240","true","4961","0.496100","0.758200","0.493457","0.757988","10000","1.000000","0.000032","0.000000","0","0.000479"
"Sample 69","B023467/S05","3","Disordered","","500","100","0.240","true","4894","0.489400","0.757500","0.493072","0.757969","10000","1.000000","-0.000563","0.000000","0","0.000252"
"Sample 69","B023467/S05","4","Disordered","","500","100","0.240","true","4876","0.487600","0.765600","0.493209","0.758201","10000","1.000000","0.000102","0.000000","0","0.000406"
"Sample 69","B023467/S05","5","Disordered","","500","100","0.240","true","5019","0.501900","0.755700","0.492896","0.758754","10000","1.000000","-0.000760","0.000000","0","0.000490"
"Sample 69","B023467/S05","6","Disordered","","500","100","0.240","true","4922","0.492200","0.750300","0.493244","0.757560","10000","1.000000","-0.000500","0.000000","0","0.000381"
"Sample 69","B023467/S05","7","Disordered","","500","100","0.240","true","4939","0.493900","0.766800","0.492943","0.758609","10000","1.000000","0.000283","0.000000","0","0.000580"
"Sample 69","B023467/S05","8","Disordered","","500","100","0.240","true","4858","0.485800","0.759300","0.492550","0.758758","10000","1.000000","-0.001126","0.000000","0","0.000503"
"Sample 69","B023467/S05","9","Disordered","","500","100","0.240","true","4952","0.495200","0.756700","0.493172","0.758031","10000","1.000000","-0.000296","0.000000","0","0.000164"
"Sample 69","B023467/S05","10","Disordered","","500","100","0.240","true","4923","0.492300","0.761700","0.492906","0.758115","10000","1.000000","-0.000430","0.000000","0","0.000284"
"Sample 70","B1457/S2457","1","Disordered","","500","100","0.240","true","6223","0.622300","0.464200","0.615341","0.457317","10000","1.000000","0.005625","0.000000","0","0.000618"
"Sample 70","B1457/S2457","2","Disordered","","500","100","0.240","true","6105","0.610500","0.460200","0.615308","0.457397","10000","1.000000","0.004676","0.000000","0","0.000281"
"Sample 70","B1457/S2457","3","Disordered","","500","100","0.240","true","6130","0.613000","0.452900","0.615468","0.456732","10000","1.000000","0.004912","0.000000","0","0.000546"
"Sample 70","B1457/S2457","4","Disordered","","500","100","0.240","true","6196","0.619600","0.459000","0.615645","0.457634","10000","1.000000","0.004994","0.000000","0","0.000210"
"Sample 70","B1457/S2457","5","Disordered","","500","100","0.240","true","6213","0.621300","0.453900","0.614776","0.458386","10000","1.000000","0.005220","0.000000","0","0.000523"
"Sample 70","B1457/S2457","6","Disordered","","500","100","0.240","true","6129","0.612900","0.462700","0.615948","0.457509","10000","1.000000","0.005854","0.000000","0","0.000892"
"Sample 70","B1457/S2457","7","Disordered","","500","100","0.240","true","6221","0.622100","0.458600","0.614321","0.457459","10000","1.000000","0.003773","0.000000","0","0.000217"
"Sample 70","B1457/S2457","8","Disordered","","500","100","0.240","true","6212","0.621200","0.452100","0.616034","0.457485","10000","1.000000","0.005875","0.000000","0","0.000519"
"Sample 70","B1457/S2457","9","Disordered","","500","100","0.240","true","6178","0.617800","0.455200","0.615896","0.457980","10000","1.000000","0.005863","0.000000","0","0.000578"
"Sample 70","B1457/S2457","10","Disordered","","500","100","0.240","true","6182","0.618200","0.449300","0.615041","0.457410","10000","1.000000","0.003839","0.000000","0","0.000853"
"Sample 71","B12357/S456","1","Disordered","","500","100","0.240","true","6409","0.640900","0.406600","0.640882","0.401007","10000","1.000000","-0.000269","0.000000","0","0.000308"
"Sample 71","B12357/S456","2","Disordered","","500","100","0.240","true","6403","0.640300","0.392100","0.641280","0.400040","10000","1.000000","0.000147","0.000000","0","0.000315"
"Sample 71","B12357/S456","3","Disordered","","500","100","0.240","true","6440","0.644000","0.406200","0.640672","0.401052","10000","1.000000","0.000032","0.000000","0","0.000427"
"Sample 71","B12357/S456","4","Disordered","","500","100","0.240","true","6345","0.634500","0.412300","0.639991","0.401219","10000","1.000000","-0.001176","0.000000","0","0.000164"
"Sample 71","B12357/S456","5","Disordered","","500","100","0.240","true","6463","0.646300","0.402700","0.640058","0.401433","10000","1.000000","-0.000975","0.000000","0","0.000387"
"Sample 71","B12357/S456","6","Disordered","","500","100","0.240","true","6333","0.633300","0.398200","0.640122","0.402223","10000","1.000000","-0.000690","0.000000","0","0.000307"
"Sample 71","B12357/S456","7","Disordered","","500","100","0.240","true","6409","0.640900","0.397400","0.640319","0.400959","10000","1.000000","-0.000451","0.000000","0","0.000510"
"Sample 71","B12357/S456","8","Disordered","","500","100","0.240","true","6480","0.648000","0.392200","0.641056","0.399741","10000","1.000000","-0.000117","0.000000","0","0.000300"
"Sample 71","B12357/S456","9","Disordered","","500","100","0.240","true","6483","0.648300","0.399200","0.640679","0.401594","10000","1.000000","-0.000111","0.000000","0","0.000417"
"Sample 71","B12357/S456","10","Disordered","","500","100","0.240","true","6318","0.631800","0.395400","0.640887","0.401046","10000","1.000000","0.000177","0.000000","0","0.000247"
"Sample 72","B028/S1234578","1","Frozen","","500","100","0.240","true","5058","0.505800","0.000000","0.505800","0.000000","10000","1.000000","-0.000336","0.000000","1","0.000016"
"Sample 72","B028/S1234578","2","Frozen","","500","100","0.240","true","5027","0.502700","0.000000","0.502700","0.000000","10000","1.000000","-0.000384","0.000000","1","0.000085"
"Sample 72","B028/S1234578","3","Frozen","","500","100","0.240","true","5008","0.500800","0.000000","0.500800","0.000000","10000","1.000000","-0.000478","0.000000","1","0.000021"
"Sample 72","B028/S1234578","4","Frozen","","500","100","0.240","true","5064","0.506400","0.000000","0.506400","0.000000","10000","1.000000","-0.000199","0.000000","1","0.000021"
"Sample 72","B028/S1234578","5","Frozen","","500","100","0.240","true","5045","0.504500","0.000000","0.504500","0.000000","10000","1.000000","-0.000349","0.000000","1","0.000025"
"Sample 72","B028/S1234578","6","Frozen","","500","100","0.240","true","5035","0.503500","0.000000","0.503500","0.000000","10000","1.000000","-0.000326","0.000000","1","0.000010"
"Sample 72","B028/S1234578","7","Frozen","","500","100","0.240","true","5039","0.503900","0.000000","0.503900","0.000000","10000","1.000000","-0.000298","0.000000","1","0.000082"
"Sample 72","B028/S1234578","8","Frozen","","500","100","0.240","true","5047","0.504700","0.000000","0.504700","0.000000","10000","1.000000","-0.000259","0.000000","1","0.000059"
"Sample 72","B028/S1234578","9","Frozen","","500","100","0.240","true","5038","0.503800","0.000000","0.503800","0.000000","10000","1.000000","-0.000339","0.000000","1","0.000018"
"Sample 72","B028/S1234578","10","Frozen","","500","100","0.240","true","5056","0.505600","0.000000","0.505600","0.000000","10000","1.000000","-0.000401","0.000000","1","0.000051"
"Sample 73","B3678/S2348","1","Disordered","","500","100","0.240","true","4942","0.494200","0.356100","0.483254","0.366188","10000","1.000000","0.007704","0.000000","0","0.000292"
"Sample 73","B3678/S2348","2","Disordered","","500","100","0.240","true","4799","0.479900","0.351700","0.483830","0.366372","10000","1.000000","0.009810","0.000000","0","0.000762"
"Sample 73","B3678/S2348","3","Disordered","","500","100","0.240","true","4923","0.492300","0.372900","0.483630","0.367916","10000","1.000000","0.009336","0.000000","0","0.000444"
"Sample 73","B3678/S2348","4","Disordered","","500","100","0.240","true","4851","0.485100","0.369100","0.482840","0.365453","10000","1.000000","0.009262","0.000000","0","0.000942"
"Sample 73","B3678/S2348","5","Disordered","","500","100","0.240","true","4845","0.484500","0.357700","0.483490","0.367558","10000","1.000000","0.010086","0.000000","0","0.000765"
"Sample 73","B3678/S2348","6","Disordered","","500","100","0.240","true","4826","0.482600","0.367500","0.483782","0.367903","10000","1.000000","0.011102","0.000000","0","0.000715"
"Sample 73","B3678/S2348","7","Disordered","","500","100","0.240","true","4872","0.487200","0.362800","0.483608","0.366958","10000","1.000000","0.007892","0.000000","0","0.001331"
"Sample 73","B3678/S2348","8","Disordered","","500","100","0.240","true","4867","0.486700","0.385600","0.483594","0.367123","10000","1.000000","0.009444","0.000000","0","0.000906"
"Sample 73","B3678/S2348","9","Disordered","","500","100","0.240","true","4802","0.480200","0.357300","0.483058","0.366987","10000","1.000000","0.009670","0.000000","0","0.001817"
